Name,Age,Gender,Location,Education Level,Occupation,Hobbies,Religious Beliefs,Preferred Age Range,Preferred Gender,Extroversion,Agreeableness,Conscientiousness,Neuroticism,Openness to Experience,Smoking Habits,Drinking Habits,Dietary Preferences,Fitness Level,Date of Birth,Zodiac Sign,Past Relationship Experience,Number of Relationships,Important Qualities,Deal Breakers,Relationship Goals,Salary
Heather,56,M,Castroville,Bachelors,Adult guidance worker,detail,Muslim,25-35,M,7,2,1,8,6,No,No,Non-Vegetarian,7,07/11/1979,Scorpio,Yes,0,Compatibility;Support;Honesty,Smoking,Marriage,155911
Kimberly,49,F,East Jeffery,Bachelors,Armed forces logistics/support/administrative officer,better,Other,25-31,M,7,10,9,4,1,Yes,Yes,Vegetarian,8,30/07/1990,Leo,No,0,Humor;Support;Humor,Disloyalty;Negativity,Marriage,132468
Lisa,51,M,South James,PhD,Forensic scientist,employee,Muslim,20-45,F,2,10,3,7,7,Yes,No,Vegetarian,7,26/03/1969,Aries,No,0,Humor;Support,Negativity;Disloyalty,Marriage,103477
Kristine,56,M,Smithborough,High School,Commercial/residential surveyor,those;politics,Muslim,20-39,M,1,10,10,5,10,No,No,Vegan,8,23/08/1972,Virgo,Yes,4,Honesty;Support;Compatibility,Smoking,Marriage,44388
Robert,39,F,Patrickport,Masters,"Civil engineer, contracting",central;claim,Buddhist,21-49,F,5,9,8,7,8,Yes,No,Non-Vegetarian,1,06/08/2000,Leo,No,0,Humor,Disloyalty;Smoking,Marriage,35569
Taylor,55,F,Garyberg,High School,"Scientist, forensic",bag,Hindu,23-46,M,2,9,1,10,2,No,No,Other,4,05/07/1980,Cancer,Yes,1,Intelligence;Intelligence,Disloyalty,Long-term,99836
Amanda,49,M,Lake Joshualand,Bachelors,Chief Operating Officer,myself,Hindu,26-46,F,2,4,9,9,2,Yes,No,Vegetarian,4,19/06/1981,Gemini,Yes,5,Kindness;Honesty,Negativity;Disloyalty,Long-term,134573
John,33,M,Port Alexander,High School,"Development worker, community",particular,Other,28-47,F,4,10,6,5,8,No,No,Vegan,10,18/12/1977,Sagittarius,Yes,2,Intelligence,Disloyalty,Long-term,197658
Paul,18,F,Lake Linda,Masters,"Scientist, audiological",unit;attention,Other,26-48,F,9,9,8,9,4,No,Yes,Other,5,28/10/1991,Scorpio,No,0,Support;Honesty;Compatibility,Smoking,Long-term,173087
Monica,23,M,East Christineberg,Masters,Osteopath,commercial;type,Buddhist,21-45,M,3,9,9,6,4,No,Yes,Non-Vegetarian,8,15/12/1980,Sagittarius,Yes,3,Honesty;Humor,Disloyalty,Long-term,75002
Christopher,54,F,Bradleyborough,High School,Materials engineer,anything;according;several,Other,20-37,F,10,9,2,6,2,Yes,No,Other,4,11/11/1991,Scorpio,Yes,3,Humor;Humor;Intelligence,Negativity,Marriage,167326
Alex,60,F,Jonathonmouth,High School,Therapeutic radiographer,fish;find;region,Christian,20-39,M,8,2,2,10,8,Yes,No,Vegan,4,08/09/1993,Virgo,Yes,1,Humor;Honesty;Honesty,Smoking,Marriage,178216
Steven,40,M,West Annaland,Bachelors,Transport planner,writer;to;among,Other,21-46,M,6,7,7,2,4,No,Yes,Non-Vegetarian,5,25/02/1993,Pisces,No,0,Intelligence,Smoking,Marriage,185286
Joseph,45,F,Williamsport,High School,Surgeon,population;figure,Hindu,29-49,F,4,8,6,8,2,No,Yes,Vegan,3,27/03/1964,Aries,No,0,Intelligence;Humor,Disloyalty,Casual,167162
Jacob,35,M,East Matthewborough,PhD,Bonds trader,control;oil,Muslim,21-44,M,5,7,3,3,10,Yes,No,Other,7,19/06/1987,Gemini,No,0,Humor,Negativity,Casual,172709
Brian,39,M,Lake Felicia,PhD,"Psychologist, occupational",management,Buddhist,29-39,F,7,6,6,5,2,Yes,Yes,Vegan,10,12/10/1964,Libra,Yes,2,Compatibility;Compatibility,Disloyalty,Long-term,183487
Vanessa,56,F,Millerfurt,High School,Patent attorney,effort;member,Hindu,28-40,M,3,6,2,4,4,No,Yes,Non-Vegetarian,10,28/03/1975,Aries,No,0,Intelligence;Compatibility,Smoking;Disloyalty,Long-term,54071
Janet,53,M,Port Ashleyhaven,Masters,"Engineer, mining",hand;although;bed,Muslim,27-45,M,7,8,2,4,3,Yes,Yes,Non-Vegetarian,8,04/06/1997,Gemini,Yes,2,Honesty;Humor;Kindness,Disloyalty,Marriage,88243
Deborah,56,F,South Dariusside,Bachelors,"Administrator, Civil Service",street;likely;stage,Atheist,24-49,M,8,10,10,8,7,No,Yes,Vegan,5,12/12/2005,Sagittarius,No,0,Humor;Kindness,Disloyalty;Negativity,Casual,155827
Riley,59,M,Cunninghamborough,PhD,Barista,star;case;mouth,Jewish,27-38,F,5,3,4,6,4,Yes,Yes,Non-Vegetarian,5,15/07/1972,Cancer,No,0,Humor;Support;Kindness,Smoking,Marriage,138215
James,36,F,North Mary,Masters,"Programmer, multimedia",at;site,Muslim,30-35,F,7,9,10,9,5,No,No,Non-Vegetarian,10,23/09/1975,Libra,No,0,Humor;Intelligence;Compatibility,Disloyalty;Negativity,Marriage,131570
William,31,F,Heatherhaven,Bachelors,Herbalist,boy;serious;offer,Muslim,26-41,M,7,3,6,3,3,No,No,Other,9,01/06/1995,Gemini,No,0,Humor,Disloyalty;Negativity,Long-term,194506
Destiny,35,F,Lake Amandaborough,PhD,Medical technical officer,case;his;agreement,Buddhist,26-49,M,7,10,2,9,10,Yes,Yes,Vegetarian,6,13/11/1960,Scorpio,No,0,Support,Negativity,Casual,99724
Robert,44,F,Pamelaport,Bachelors,Acupuncturist,everyone;red;way,Other,26-38,M,9,1,9,6,1,Yes,Yes,Vegan,4,25/06/1971,Cancer,Yes,5,Honesty,Negativity,Casual,145359
Becky,19,F,Lake Kelseystad,High School,Museum/gallery conservator,east;within;worry,Jewish,21-37,F,5,7,3,5,3,No,Yes,Vegan,2,20/05/1973,Taurus,Yes,0,Honesty;Kindness;Kindness,Negativity;Negativity,Marriage,105697
Angela,18,F,South Omar,Bachelors,Dancer,easy;mention,Christian,22-44,M,2,8,8,4,7,No,Yes,Vegetarian,4,16/04/1975,Aries,Yes,3,Support,Disloyalty;Disloyalty,Marriage,58732
Kristina,42,M,West Karen,Bachelors,Chief Executive Officer,but;information,Buddhist,30-36,F,4,10,9,8,10,No,Yes,Vegan,8,31/07/1977,Leo,No,0,Support;Compatibility,Smoking;Negativity,Marriage,151465
Michael,44,M,Joshuaburgh,PhD,Firefighter,machine,Buddhist,30-37,M,10,9,8,8,9,No,No,Vegetarian,6,26/01/1980,Aquarius,No,0,Honesty,Disloyalty,Marriage,172386
Michelle,36,F,Proctorberg,Bachelors,Information officer,push,Other,29-50,M,1,8,8,8,3,Yes,No,Vegan,4,18/06/1992,Gemini,No,0,Kindness,Disloyalty,Marriage,185026
Beth,27,M,North Willie,PhD,"Engineer, drilling",black;usually;young,Buddhist,20-39,M,8,3,1,2,7,No,Yes,Vegetarian,2,21/12/1961,Sagittarius,No,0,Kindness,Disloyalty,Long-term,87108
Carolyn,19,M,East Katherinehaven,High School,Herbalist,let;notice;down,Buddhist,27-46,F,2,9,5,4,7,Yes,No,Vegetarian,10,20/11/1981,Scorpio,No,0,Intelligence;Honesty;Compatibility,Disloyalty;Disloyalty,Marriage,141195
Sarah,30,M,New Elizabeth,PhD,Air traffic controller,here;professional,Jewish,20-31,M,5,8,3,2,6,Yes,No,Non-Vegetarian,8,23/11/1977,Sagittarius,Yes,3,Kindness,Negativity;Smoking,Long-term,133081
Raymond,18,F,Kingville,High School,Health and safety inspector,sometimes;term,Other,27-32,F,7,3,6,8,2,No,No,Vegan,1,26/04/1979,Taurus,No,0,Compatibility;Honesty;Honesty,Negativity;Disloyalty,Casual,66668
Robert,26,F,Turnerview,Bachelors,Chief of Staff,morning;his,Muslim,22-39,F,10,3,6,4,7,Yes,No,Non-Vegetarian,5,18/08/1985,Leo,No,0,Humor,Disloyalty,Marriage,53061
Ryan,31,F,Deannafort,Masters,Press sub,line;debate;yes,Atheist,29-42,M,4,9,4,2,6,Yes,Yes,Non-Vegetarian,7,07/11/1973,Scorpio,No,0,Support;Honesty,Disloyalty,Casual,109252
Mark,27,M,Port Debra,Masters,Analytical chemist,bring;apply;call,Muslim,29-48,F,9,6,2,1,1,Yes,No,Non-Vegetarian,4,17/02/1972,Aquarius,Yes,3,Humor;Kindness,Negativity,Marriage,69749
Jacob,50,F,Lake Jennifer,Masters,Oceanographer,occur;until,Jewish,24-40,M,4,9,1,1,1,Yes,No,Other,9,27/05/1988,Gemini,No,0,Humor,Negativity,Long-term,160560
Katherine,58,F,Lake Jessicaton,High School,Speech and language therapist,nearly;industry,Hindu,20-37,F,7,9,2,1,9,Yes,Yes,Non-Vegetarian,5,25/05/1969,Gemini,Yes,2,Honesty;Kindness;Kindness,Negativity,Casual,134680
Elijah,54,M,Jacksonside,Bachelors,Broadcast engineer,start;medical;step,Other,24-41,F,3,10,3,9,2,No,No,Non-Vegetarian,8,03/03/1988,Pisces,Yes,1,Support;Kindness,Disloyalty,Casual,177979
Daniel,27,F,New Billymouth,PhD,Architectural technologist,audience,Hindu,30-49,F,6,3,4,4,10,Yes,No,Non-Vegetarian,3,09/01/1995,Capricorn,No,0,Kindness,Disloyalty,Casual,179849
William,38,M,Rodriguezburgh,High School,Financial controller,conference;recently;space,Jewish,21-33,F,9,4,8,6,3,No,No,Non-Vegetarian,6,24/07/1983,Leo,No,0,Humor,Smoking;Disloyalty,Marriage,81745
Kyle,39,M,Jamesmouth,Bachelors,Clinical research associate,yeah,Hindu,22-44,M,4,2,1,10,6,Yes,No,Other,10,13/12/1975,Sagittarius,No,0,Humor,Negativity,Marriage,138464
Patricia,59,F,West Kevinborough,High School,English as a foreign language teacher,one;radio,Jewish,30-43,F,3,10,4,1,2,No,Yes,Other,6,23/07/1994,Leo,Yes,3,Kindness,Disloyalty,Marriage,121865
Joseph,23,M,Williamsonfort,Masters,Race relations officer,night,Christian,29-49,F,7,8,5,3,3,Yes,Yes,Non-Vegetarian,7,12/07/2003,Cancer,Yes,1,Support;Kindness,Negativity;Disloyalty,Marriage,142428
Megan,53,F,North Brittanyberg,High School,Physiological scientist,the,Atheist,25-49,F,8,7,9,5,10,No,Yes,Vegan,7,11/06/2003,Gemini,Yes,0,Kindness;Honesty;Honesty,Disloyalty;Disloyalty,Casual,53624
Joshua,53,M,Thomasshire,Masters,Research scientist (life sciences),a;doctor,Other,21-37,M,5,6,9,3,9,No,Yes,Vegan,1,18/12/1966,Sagittarius,No,0,Humor;Support,Negativity;Disloyalty,Casual,53321
Robin,21,M,Dustintown,High School,"Production assistant, television",as;significant,Buddhist,25-39,F,5,1,10,5,10,No,Yes,Vegan,7,30/09/1998,Libra,No,0,Support;Compatibility;Intelligence,Negativity,Casual,171560
Katie,26,F,East Janetshire,Masters,Multimedia specialist,near;effect,Muslim,27-36,M,8,7,10,9,2,Yes,Yes,Other,8,20/12/2005,Sagittarius,No,0,Honesty,Disloyalty,Marriage,52574
Harry,28,F,Port Colleenfort,High School,Educational psychologist,cultural,Other,30-42,F,9,7,4,8,9,No,Yes,Vegetarian,9,12/12/1987,Sagittarius,No,0,Compatibility,Negativity,Long-term,166312
Stephanie,52,F,East Kelly,Masters,Haematologist,baby;continue;big,Atheist,27-47,F,9,8,9,8,9,Yes,Yes,Other,8,06/03/1967,Pisces,Yes,1,Intelligence;Honesty,Negativity,Casual,171550
Victor,44,M,Port Alex,PhD,Location manager,career;wait,Christian,27-48,F,8,2,7,8,2,No,No,Vegan,9,01/11/1966,Scorpio,No,0,Support;Kindness;Humor,Negativity,Casual,180334
Elizabeth,46,F,North Ashley,Masters,"Surveyor, rural practice",already;improve;military,Christian,23-44,M,6,5,7,9,8,No,Yes,Non-Vegetarian,10,29/01/1973,Aquarius,No,0,Humor;Intelligence;Compatibility,Smoking;Negativity,Long-term,148831
Alexander,57,M,South Christy,PhD,Licensed conveyancer,help;list;rather,Christian,20-47,F,4,6,5,9,10,Yes,No,Vegan,6,31/10/2000,Scorpio,No,0,Kindness;Kindness;Support,Smoking,Casual,165504
Melanie,29,M,Rodriguezberg,PhD,Charity officer,trouble,Buddhist,24-41,M,5,4,10,5,10,No,Yes,Vegetarian,10,27/07/1986,Leo,No,0,Kindness;Humor,Negativity,Marriage,125257
David,35,M,Garzafurt,Masters,Chief of Staff,question,Buddhist,26-43,M,3,1,3,4,2,Yes,No,Vegetarian,9,05/01/1994,Capricorn,Yes,2,Honesty,Disloyalty,Casual,94291
Rebecca,40,F,New Kelli,High School,Occupational therapist,pass;open,Muslim,20-35,F,4,5,2,1,4,Yes,Yes,Non-Vegetarian,8,08/04/2000,Aries,Yes,4,Kindness,Negativity;Disloyalty,Marriage,157600
Ryan,40,M,Victorfurt,Masters,Film/video editor,rock;school,Other,21-37,M,3,6,6,4,8,No,Yes,Other,5,19/12/2002,Sagittarius,No,0,Humor,Smoking,Long-term,80428
Andrew,38,F,New Monique,Masters,"Editor, commissioning",north,Buddhist,21-45,F,9,3,10,8,4,Yes,No,Vegan,9,22/12/1989,Capricorn,No,0,Honesty,Disloyalty;Negativity,Casual,161374
Yolanda,56,M,North Scott,High School,Housing manager/officer,lead,Atheist,22-44,M,7,5,6,3,3,No,No,Non-Vegetarian,10,03/10/1971,Libra,No,0,Kindness,Smoking;Negativity,Casual,161127
James,23,M,Josephside,High School,Ergonomist,difference,Muslim,25-49,M,9,10,8,4,7,No,Yes,Non-Vegetarian,9,01/08/1992,Leo,Yes,2,Honesty;Honesty;Kindness,Negativity,Marriage,141317
Christopher,31,M,Hernandezshire,PhD,Lobbyist,sing;health;not,Jewish,30-47,M,1,8,4,6,3,Yes,No,Non-Vegetarian,9,17/12/1992,Sagittarius,Yes,4,Humor,Disloyalty;Disloyalty,Long-term,169789
Teresa,30,M,New Janeville,Masters,Herbalist,four;bit,Other,27-32,F,1,7,2,7,3,Yes,No,Vegan,6,06/04/1983,Aries,Yes,1,Support,Smoking,Long-term,157449
Dominic,60,F,East Joseph,PhD,Operations geologist,actually;make;mother,Muslim,28-47,F,5,2,4,5,1,No,Yes,Non-Vegetarian,7,21/10/1973,Libra,No,0,Intelligence,Disloyalty,Long-term,58699
Jonathan,22,F,South Seanfort,PhD,Education administrator,power,Muslim,25-32,F,8,7,3,9,7,Yes,Yes,Other,9,13/08/1995,Leo,Yes,4,Kindness;Compatibility;Humor,Negativity;Negativity,Casual,103686
Brian,41,M,Ryanmouth,PhD,Financial trader,development;box,Hindu,22-43,M,1,4,4,1,1,Yes,Yes,Vegan,9,30/01/1960,Aquarius,Yes,3,Humor;Intelligence,Disloyalty,Casual,97661
Andre,34,M,Port Madison,Bachelors,Water engineer,affect;Republican,Muslim,28-37,F,10,5,7,5,6,No,Yes,Vegan,4,04/10/1996,Libra,Yes,5,Compatibility,Disloyalty,Marriage,74247
George,24,M,Charleschester,PhD,Primary school teacher,billion,Hindu,27-40,F,10,2,5,9,10,Yes,No,Vegetarian,9,19/11/2001,Scorpio,No,0,Intelligence;Kindness;Honesty,Disloyalty;Negativity,Long-term,177820
Stacy,22,F,Ianburgh,Masters,Medical sales representative,article,Christian,23-42,M,4,1,3,9,4,No,Yes,Other,10,20/05/1991,Taurus,No,0,Humor,Smoking,Casual,135113
Phillip,32,F,Port Andrew,High School,Hotel manager,low,Buddhist,28-38,F,9,6,6,7,7,Yes,Yes,Other,5,10/05/2002,Taurus,Yes,2,Kindness;Compatibility,Disloyalty,Long-term,34621
James,25,M,Smithburgh,Bachelors,"Civil engineer, contracting",occur;hard;discussion,Atheist,22-37,M,5,6,10,1,1,No,Yes,Non-Vegetarian,10,12/03/1977,Pisces,Yes,1,Humor,Smoking,Marriage,176106
Jennifer,24,M,East Kathyshire,Bachelors,Cartographer,better;your,Christian,26-46,F,3,1,1,2,10,No,Yes,Vegetarian,8,27/06/1995,Cancer,Yes,2,Intelligence,Smoking;Negativity,Marriage,166198
Steven,35,M,Audreyview,High School,Broadcast presenter,bar;participant,Atheist,23-50,F,5,6,9,4,7,No,Yes,Vegan,10,27/03/2004,Aries,No,0,Support;Support,Smoking;Smoking,Long-term,166194
Yolanda,41,F,Sanchezville,Masters,IT trainer,I,Hindu,28-39,F,6,2,4,4,2,Yes,No,Non-Vegetarian,4,06/12/1996,Sagittarius,No,0,Humor;Honesty;Honesty,Smoking;Disloyalty,Long-term,48030
Allison,50,M,Powellchester,Masters,Medical secretary,expect;green,Jewish,29-35,F,6,3,8,4,5,No,No,Non-Vegetarian,1,27/07/1999,Leo,No,0,Intelligence;Compatibility,Negativity,Long-term,112838
Joseph,27,F,West Kristina,Masters,"Programmer, applications",machine;account,Other,27-39,M,9,2,2,3,10,Yes,Yes,Vegan,10,04/03/1975,Pisces,Yes,3,Kindness,Smoking,Casual,114717
Christopher,30,F,Martinezmouth,High School,"Scientist, forensic",movement;blue,Christian,26-35,M,2,1,9,9,8,No,No,Vegetarian,7,19/08/1978,Leo,Yes,5,Compatibility,Smoking,Casual,68638
Erica,42,M,New Tiffanytown,Bachelors,Proofreader,music;design,Muslim,25-49,F,7,10,5,3,10,Yes,No,Vegetarian,10,30/05/2001,Gemini,Yes,1,Compatibility,Disloyalty,Marriage,97067
Leonard,41,M,Fishermouth,PhD,Science writer,down,Christian,26-33,F,3,7,8,8,4,Yes,No,Other,3,14/12/1980,Sagittarius,Yes,4,Kindness;Intelligence,Negativity,Long-term,148033
Darren,35,M,Jenniferfort,Bachelors,Musician,film;our;size,Muslim,25-32,F,1,3,1,2,7,No,Yes,Vegan,8,28/07/1973,Leo,Yes,0,Intelligence;Compatibility,Smoking,Casual,135977
Samantha,42,M,Taylorchester,PhD,"Librarian, public",thank,Atheist,28-44,F,3,7,6,10,6,Yes,Yes,Non-Vegetarian,8,01/06/1995,Gemini,No,0,Support,Negativity;Disloyalty,Marriage,118869
Ricky,50,M,Priscillatown,Bachelors,Surgeon,at;hotel,Muslim,28-48,F,10,2,9,4,6,Yes,Yes,Vegetarian,2,09/09/2003,Virgo,No,0,Humor;Kindness,Disloyalty,Marriage,135186
Christopher,29,F,Shawfurt,High School,Equality and diversity officer,until;experience;phone,Muslim,29-34,F,9,8,4,6,6,Yes,Yes,Vegan,9,08/11/2004,Scorpio,No,0,Compatibility;Support;Kindness,Disloyalty;Disloyalty,Long-term,64674
Brandon,59,M,South Mary,PhD,"Physicist, medical",appear;might,Buddhist,26-46,F,7,6,3,1,1,No,Yes,Other,6,01/02/2003,Aquarius,Yes,1,Kindness,Smoking,Marriage,196926
Chelsea,28,F,Jonathanmouth,Masters,"Nurse, mental health",knowledge,Buddhist,21-49,M,2,5,2,6,3,No,No,Other,9,03/09/2003,Virgo,No,0,Intelligence,Smoking,Marriage,76271
Jenna,20,M,West Nicole,High School,Clothing/textile technologist,respond;another,Hindu,28-37,M,5,4,4,5,1,No,Yes,Non-Vegetarian,7,18/04/1965,Aries,No,0,Honesty;Intelligence;Compatibility,Disloyalty;Negativity,Marriage,103688
Henry,40,M,Grantmouth,PhD,Lexicographer,face,Buddhist,20-44,F,9,10,6,9,8,No,Yes,Non-Vegetarian,7,04/03/1989,Pisces,Yes,3,Humor,Smoking;Smoking,Casual,199590
Joseph,41,F,South Theodoreburgh,PhD,Animal nutritionist,let;chair;card,Buddhist,24-41,F,5,8,3,9,8,No,No,Non-Vegetarian,6,21/11/1984,Scorpio,No,0,Support,Disloyalty,Casual,141076
Brian,33,F,Lake Danielle,Bachelors,Quantity surveyor,could,Jewish,22-40,M,4,1,1,3,1,Yes,Yes,Vegan,3,20/05/1967,Taurus,No,0,Intelligence,Negativity,Casual,171339
Gabriel,18,F,West Paul,High School,Furniture designer,though;public,Christian,28-48,F,1,8,7,10,1,No,No,Vegan,9,13/01/1984,Capricorn,Yes,4,Kindness,Smoking;Disloyalty,Long-term,31062
John,21,F,Lake Jamesport,High School,Secretary/administrator,citizen;who;music,Muslim,23-39,M,6,2,9,5,7,Yes,Yes,Other,6,15/04/1966,Aries,No,0,Humor;Support;Intelligence,Disloyalty,Casual,80448
Robert,48,F,North Cynthiaborough,Bachelors,"Engineer, broadcasting (operations)",nothing;board,Other,30-37,M,1,1,7,6,3,Yes,Yes,Vegan,3,22/07/1979,Cancer,No,0,Intelligence;Kindness;Support,Smoking;Smoking,Casual,125462
Jonathan,51,M,Lake Jonathan,High School,"Geologist, wellsite",rule,Hindu,26-40,F,7,9,8,4,6,No,Yes,Other,1,12/01/2005,Capricorn,No,0,Intelligence;Compatibility,Disloyalty,Casual,167301
Vincent,38,M,Port Justinchester,Bachelors,Call centre manager,manager;son;institution,Atheist,27-37,F,1,9,8,1,8,Yes,No,Other,2,12/05/1998,Taurus,Yes,3,Kindness;Humor;Support,Smoking;Disloyalty,Casual,77915
Lauren,53,M,Woodberg,Masters,"Journalist, magazine",study;fire;entire,Christian,21-44,F,1,9,9,10,5,Yes,No,Vegetarian,3,12/12/1969,Sagittarius,Yes,1,Kindness;Humor,Disloyalty,Long-term,34632
Diana,21,F,West Brianport,PhD,Occupational psychologist,short;campaign;call,Muslim,21-37,F,9,1,5,9,6,No,No,Non-Vegetarian,8,30/04/1996,Taurus,Yes,3,Kindness;Support,Disloyalty;Negativity,Marriage,134592
Samantha,36,M,New Chrischester,Bachelors,Mechanical engineer,term,Hindu,22-45,F,5,3,2,3,6,No,No,Other,3,27/08/1993,Virgo,No,0,Intelligence;Kindness,Smoking;Negativity,Long-term,164668
Jennifer,48,M,Valenzuelastad,Masters,Sales executive,feeling,Buddhist,25-36,M,3,10,3,4,7,Yes,Yes,Other,1,30/11/1986,Sagittarius,Yes,3,Kindness;Humor,Negativity,Marriage,139779
Jesus,29,M,East Andrewmouth,High School,Publishing rights manager,hand;their;rock,Hindu,29-46,F,7,10,1,9,7,No,Yes,Other,5,29/07/1991,Leo,No,0,Support;Intelligence;Intelligence,Disloyalty;Smoking,Casual,167240
Hayden,51,F,Kellyville,High School,Senior tax professional/tax inspector,pull;expert;economy,Atheist,27-38,F,8,6,9,9,4,No,No,Vegetarian,2,19/11/1988,Scorpio,Yes,3,Honesty;Compatibility,Disloyalty,Marriage,138099
Daniel,60,F,North Elizabethfurt,High School,Advertising art director,first;agency,Hindu,27-47,F,9,6,4,1,9,No,No,Non-Vegetarian,2,11/02/1969,Aquarius,Yes,3,Humor,Smoking;Disloyalty,Long-term,37561
Tammy,48,M,Jameshaven,Masters,Phytotherapist,cost;central;career,Other,29-35,M,7,8,1,1,3,Yes,No,Vegetarian,10,30/08/1999,Virgo,Yes,5,Compatibility;Kindness;Honesty,Negativity;Negativity,Casual,112152
Kelly,26,M,Glenland,High School,Museum/gallery curator,note;response;cost,Christian,29-38,M,7,4,5,6,3,Yes,No,Vegetarian,6,13/07/1967,Cancer,Yes,4,Humor;Compatibility;Intelligence,Disloyalty,Marriage,155036
Ruth,56,F,West Johnhaven,Masters,"Engineer, aeronautical",animal,Jewish,26-34,F,4,10,7,9,9,Yes,No,Vegan,5,07/09/1963,Virgo,Yes,3,Kindness;Compatibility;Support,Negativity,Long-term,154049
James,18,F,Nguyenton,Masters,Forensic scientist,end,Jewish,24-48,M,2,3,8,7,2,No,Yes,Vegan,6,07/04/1981,Aries,Yes,5,Intelligence,Negativity;Smoking,Marriage,56734
Scott,40,F,Fisherstad,PhD,Information officer,sell,Other,30-41,M,6,9,8,7,10,No,No,Vegetarian,3,25/08/2002,Virgo,Yes,2,Kindness;Honesty;Honesty,Negativity;Smoking,Casual,167443
Danielle,40,F,Jonathanfurt,High School,English as a foreign language teacher,campaign,Buddhist,22-31,M,6,4,3,6,7,No,Yes,Other,7,19/10/1967,Libra,No,0,Compatibility;Humor;Compatibility,Disloyalty,Long-term,56069
Samantha,28,M,North Danafort,Masters,Music therapist,middle,Christian,24-36,M,4,9,6,9,5,No,No,Vegan,2,18/01/1974,Capricorn,No,0,Intelligence;Honesty;Compatibility,Negativity;Disloyalty,Casual,42910
David,54,M,North Jeffreystad,High School,Chemical engineer,well;size,Muslim,30-47,F,6,10,8,4,8,No,No,Vegan,4,07/04/1994,Aries,Yes,0,Support;Intelligence;Intelligence,Smoking;Negativity,Casual,103479
Tiffany,39,M,Lake Kelsey,Masters,"Geologist, wellsite",anyone,Other,24-50,M,10,8,9,9,6,Yes,No,Non-Vegetarian,6,31/07/1981,Leo,Yes,4,Honesty,Negativity;Negativity,Casual,111264
Jacqueline,18,F,Frazierhaven,Bachelors,"Pharmacist, community",unit;unit,Buddhist,29-40,M,4,7,10,3,8,Yes,Yes,Other,8,03/08/1960,Leo,No,0,Support,Smoking;Negativity,Marriage,53275
Lori,48,F,Wrightburgh,Masters,"Production assistant, television",make;night,Muslim,28-49,F,5,6,4,1,4,No,Yes,Non-Vegetarian,5,06/06/1981,Gemini,Yes,4,Honesty;Compatibility,Negativity;Disloyalty,Long-term,102274
Daniel,46,M,Wallton,PhD,"Scientist, clinical (histocompatibility and immunogenetics)",inside,Buddhist,24-46,F,9,10,9,9,3,No,Yes,Vegan,8,28/05/1992,Gemini,No,0,Kindness;Intelligence;Intelligence,Disloyalty;Smoking,Marriage,130776
Logan,58,F,Briantown,Bachelors,Emergency planning/management officer,official;director;authority,Jewish,30-33,F,5,5,10,10,10,No,Yes,Vegan,10,23/07/1986,Leo,No,0,Intelligence;Humor;Honesty,Disloyalty;Negativity,Casual,78447
Beth,60,M,South Kristin,PhD,"Doctor, hospital",popular;prevent;service,Buddhist,22-33,F,3,6,10,3,2,No,Yes,Vegan,1,09/05/1985,Taurus,No,0,Honesty,Smoking;Negativity,Marriage,195601
Nicole,19,F,Port Robert,PhD,"Lecturer, higher education",short;town,Atheist,20-39,F,2,5,3,2,3,Yes,No,Non-Vegetarian,3,20/08/1989,Leo,Yes,4,Compatibility;Humor;Kindness,Smoking;Disloyalty,Long-term,156394
Heather,27,M,Hillfurt,High School,Patent attorney,their,Atheist,26-40,F,8,6,4,6,5,No,No,Vegan,2,19/04/1968,Aries,No,0,Humor;Support,Negativity,Marriage,105703
Justin,38,F,South Tinatown,Bachelors,Psychiatric nurse,wonder;item;level,Muslim,20-39,M,7,3,5,3,4,No,Yes,Non-Vegetarian,9,12/11/1966,Scorpio,Yes,3,Compatibility;Intelligence,Smoking,Casual,106090
Thomas,55,M,Baileyborough,Bachelors,"Engineer, technical sales",imagine;for;themselves,Hindu,25-50,F,8,8,7,8,7,Yes,No,Vegetarian,9,27/04/1962,Taurus,Yes,4,Intelligence;Kindness;Kindness,Smoking,Marriage,47260
Michael,44,M,East Andreamouth,PhD,Retail merchandiser,fill;book;TV,Other,23-31,F,8,3,2,8,5,Yes,Yes,Non-Vegetarian,8,24/01/1992,Aquarius,No,0,Humor,Negativity,Marriage,142581
Crystal,55,M,Markburgh,Bachelors,Agricultural engineer,focus;course;table,Jewish,29-45,M,7,9,2,9,2,Yes,Yes,Vegetarian,1,01/07/1970,Cancer,Yes,5,Support;Intelligence,Smoking;Disloyalty,Marriage,33812
Heather,53,F,North Michael,Masters,"Editor, film/video",drop,Christian,23-46,F,8,5,4,10,10,Yes,No,Other,3,07/07/1964,Cancer,No,0,Intelligence;Support;Kindness,Smoking;Smoking,Long-term,189096
Katrina,54,F,Gonzalezberg,PhD,"Designer, interior/spatial",station;maybe,Jewish,30-42,F,5,10,6,3,1,Yes,No,Other,9,14/01/1984,Capricorn,No,0,Kindness;Kindness,Disloyalty,Marriage,146148
Monica,28,F,North Roy,High School,Ergonomist,someone,Other,28-37,M,2,2,3,10,7,Yes,Yes,Other,10,25/08/1996,Virgo,No,0,Humor;Honesty;Humor,Smoking;Smoking,Marriage,188357
